,0
Team_ID,1610612749
Season,2003-04
FGM,"{'AVG': 36.21951219512195, 'STDEV': 4.413851346582255}"
FGA,"{'AVG': 81.09756097560975, 'STDEV': 7.276903689829273}"
FGP,"{'AVG': 0.44864634146341403, 'STDEV': 0.056139898435305}"
FG3M,"{'AVG': 4.890243902439025, 'STDEV': 2.309433673088374}"
FG3A,"{'AVG': 13.963414634146341, 'STDEV': 4.5145720767125415}"
FG3P,"{'AVG': 0.35002937555617103, 'STDEV': 0.13307258702614402}"
FTM,"{'AVG': 20.70731707317073, 'STDEV': 6.30791743308898}"
FTA,"{'AVG': 26.73170731707317, 'STDEV': 26.73170731707317}"
FTP,"{'AVG': 0.7740609756097561, 'STDEV': 0.7740609756097561}"
OREB,"{'AVG': 11.707317073170731, 'STDEV': 4.191372104746327}"
DREB,"{'AVG': 30.51219512195122, 'STDEV': 4.447898386903957}"
REB,"{'AVG': 42.21951219512195, 'STDEV': 6.518775144821175}"
AST,"{'AVG': 22.829268292682926, 'STDEV': 4.903525761132834}"
BLK,"{'AVG': 4.670731707317073, 'STDEV': 2.393689636372796}"
TOV,"{'AVG': 13, 'STDEV': 3.456966485800899}"
PF,"{'AVG': 20.341463414634145, 'STDEV': 4.6167155023359605}"
