,0
Team_ID,1610612755
Season,2003-04
FGM,"{'AVG': 32.707317073170735, 'STDEV': 4.892644529374275}"
FGA,"{'AVG': 76.34146341463415, 'STDEV': 7.430699603496996}"
FGP,"{'AVG': 0.429682926829268, 'STDEV': 0.057707623658966006}"
FG3M,"{'AVG': 4.134146341463414, 'STDEV': 2.542295041313107}"
FG3A,"{'AVG': 12.097560975609756, 'STDEV': 4.506811733632648}"
FG3P,"{'AVG': 0.335190177836292, 'STDEV': 0.143916193860523}"
FTM,"{'AVG': 18.4390243902439, 'STDEV': 6.566088639676526}"
FTA,"{'AVG': 24.5, 'STDEV': 24.5}"
FTP,"{'AVG': 0.751926829268292, 'STDEV': 0.751926829268292}"
OREB,"{'AVG': 11.475609756097562, 'STDEV': 3.672472204488844}"
DREB,"{'AVG': 29.365853658536587, 'STDEV': 5.299690638821164}"
REB,"{'AVG': 40.84146341463415, 'STDEV': 6.078640020485255}"
AST,"{'AVG': 20, 'STDEV': 4.374448818895451}"
BLK,"{'AVG': 4.365853658536586, 'STDEV': 1.95954262187934}"
TOV,"{'AVG': 14.71951219512195, 'STDEV': 3.843462913378521}"
PF,"{'AVG': 20.74390243902439, 'STDEV': 3.697883864696686}"
