,0
Team_ID,1610612740
Season,2003-04
FGM,"{'AVG': 33.80487804878049, 'STDEV': 4.6678279623588175}"
FGA,"{'AVG': 80.54878048780488, 'STDEV': 7.658050615866294}"
FGP,"{'AVG': 0.42130487804878003, 'STDEV': 0.056587894928633004}"
FG3M,"{'AVG': 6.475609756097561, 'STDEV': 2.681558464111281}"
FG3A,"{'AVG': 20.317073170731707, 'STDEV': 5.040277399725623}"
FG3P,"{'AVG': 0.320296687587085, 'STDEV': 0.107255105495204}"
FTM,"{'AVG': 17.73170731707317, 'STDEV': 6.622164020042154}"
FTA,"{'AVG': 23.621951219512194, 'STDEV': 23.621951219512194}"
FTP,"{'AVG': 0.7507439024390241, 'STDEV': 0.7507439024390241}"
OREB,"{'AVG': 13.304878048780488, 'STDEV': 4.325317441829977}"
DREB,"{'AVG': 29.48780487804878, 'STDEV': 5.006770483805582}"
REB,"{'AVG': 42.792682926829265, 'STDEV': 6.612255372268978}"
AST,"{'AVG': 20.926829268292682, 'STDEV': 4.953563345950334}"
BLK,"{'AVG': 4.219512195121951, 'STDEV': 2.388368885232808}"
TOV,"{'AVG': 14.085365853658537, 'STDEV': 3.190267682999344}"
PF,"{'AVG': 20.914634146341463, 'STDEV': 3.8206754606495643}"
