,0
Team_ID,1610612765
Season,2003-04
FGM,"{'AVG': 33.5, 'STDEV': 4.420072062425797}"
FGA,"{'AVG': 77, 'STDEV': 6.417568479197178}"
FGP,"{'AVG': 0.43604878048780404, 'STDEV': 0.05393226259959501}"
FG3M,"{'AVG': 4.060975609756097, 'STDEV': 2.257211001561575}"
FG3A,"{'AVG': 11.804878048780488, 'STDEV': 4.290209999148777}"
FG3P,"{'AVG': 0.34046601455798703, 'STDEV': 0.147013204067034}"
FTM,"{'AVG': 19.036585365853657, 'STDEV': 6.418424717222084}"
FTA,"{'AVG': 25.29268292682927, 'STDEV': 25.29268292682927}"
FTP,"{'AVG': 0.7540731707317071, 'STDEV': 0.7540731707317071}"
OREB,"{'AVG': 12.365853658536585, 'STDEV': 4.188497462177273}"
DREB,"{'AVG': 30.390243902439025, 'STDEV': 4.531797391112953}"
REB,"{'AVG': 42.75609756097561, 'STDEV': 6.350971492924889}"
AST,"{'AVG': 20.75609756097561, 'STDEV': 5.369233284598316}"
BLK,"{'AVG': 6.951219512195122, 'STDEV': 3.090816500955295}"
TOV,"{'AVG': 14.378048780487806, 'STDEV': 3.663770721377861}"
PF,"{'AVG': 20.29268292682927, 'STDEV': 3.844148366498817}"
