,0
Team_ID,1610612756
Season,2003-04
FGM,"{'AVG': 36.073170731707314, 'STDEV': 4.594093061411639}"
FGA,"{'AVG': 81.35365853658537, 'STDEV': 7.362520957180783}"
FGP,"{'AVG': 0.444463414634146, 'STDEV': 0.050598930140924}"
FG3M,"{'AVG': 5.060975609756097, 'STDEV': 2.515863550911531}"
FG3A,"{'AVG': 14.658536585365853, 'STDEV': 4.709379954980632}"
FG3P,"{'AVG': 0.34000674561986205, 'STDEV': 0.136290072699315}"
FTM,"{'AVG': 16.975609756097562, 'STDEV': 5.80331027237339}"
FTA,"{'AVG': 22.74390243902439, 'STDEV': 22.74390243902439}"
FTP,"{'AVG': 0.743292682926829, 'STDEV': 0.743292682926829}"
OREB,"{'AVG': 11.268292682926829, 'STDEV': 3.559195291516844}"
DREB,"{'AVG': 29.341463414634145, 'STDEV': 4.358104447484961}"
REB,"{'AVG': 40.609756097560975, 'STDEV': 5.362780045491367}"
AST,"{'AVG': 19.341463414634145, 'STDEV': 4.329683683012107}"
BLK,"{'AVG': 4.670731707317073, 'STDEV': 2.744488879751747}"
TOV,"{'AVG': 14.670731707317072, 'STDEV': 4.046198880915335}"
PF,"{'AVG': 22.70731707317073, 'STDEV': 4.068814869397881}"
