,0
Team_ID,1610612743
Season,2003-04
FGM,"{'AVG': 36.5, 'STDEV': 5.642103626603585}"
FGA,"{'AVG': 82.47560975609755, 'STDEV': 7.184045439922175}"
FGP,"{'AVG': 0.44439024390243903, 'STDEV': 0.070108338754407}"
FG3M,"{'AVG': 4.036585365853658, 'STDEV': 2.093170092427412}"
FG3A,"{'AVG': 12.012195121951219, 'STDEV': 4.194334516407992}"
FG3P,"{'AVG': 0.334604417764633, 'STDEV': 0.138408492733281}"
FTM,"{'AVG': 20.182926829268293, 'STDEV': 6.38309505169901}"
FTA,"{'AVG': 26.329268292682926, 'STDEV': 26.329268292682926}"
FTP,"{'AVG': 0.7650975609756091, 'STDEV': 0.7650975609756091}"
OREB,"{'AVG': 13.207317073170731, 'STDEV': 4.7472872172341525}"
DREB,"{'AVG': 29.109756097560975, 'STDEV': 4.444461382081547}"
REB,"{'AVG': 42.31707317073171, 'STDEV': 6.707059205029066}"
AST,"{'AVG': 21.878048780487806, 'STDEV': 6.335068463879103}"
BLK,"{'AVG': 6.341463414634147, 'STDEV': 3.281897645108082}"
TOV,"{'AVG': 14.646341463414634, 'STDEV': 3.920103145592819}"
PF,"{'AVG': 22, 'STDEV': 4.06125930722157}"
