,0
Team_ID,1610612758
Season,1993-94
FGM,"{'AVG': 38.76829268292683, 'STDEV': 5.155121582519959}"
FGA,"{'AVG': 85.6951219512195, 'STDEV': 8.584638914572137}"
FGP,"{'AVG': 0.45341463414634103, 'STDEV': 0.049521650389217006}"
FG3M,"{'AVG': 3.134146341463414, 'STDEV': 2.095039379823477}"
FG3A,"{'AVG': 8.890243902439025, 'STDEV': 3.603859719529713}"
FG3P,"{'AVG': 0.34971954356818, 'STDEV': 0.20192977447367402}"
FTM,"{'AVG': 20.4390243902439, 'STDEV': 5.135443435901946}"
FTA,"{'AVG': 27.951219512195124, 'STDEV': 27.951219512195124}"
FTP,"{'AVG': 0.7304390243902431, 'STDEV': 0.7304390243902431}"
OREB,"{'AVG': 13.682926829268293, 'STDEV': 4.16297035686189}"
DREB,"{'AVG': 28.646341463414632, 'STDEV': 4.619796241617376}"
REB,"{'AVG': 42.329268292682926, 'STDEV': 6.004226655415294}"
AST,"{'AVG': 24.74390243902439, 'STDEV': 5.374404303733947}"
BLK,"{'AVG': 4.329268292682927, 'STDEV': 2.049118317166597}"
TOV,"{'AVG': 15.768292682926829, 'STDEV': 3.61512180860575}"
PF,"{'AVG': 24.134146341463413, 'STDEV': 4.387868222027108}"
