,0
Team_ID,1610612765
Season,1993-94
FGM,"{'AVG': 38.646341463414636, 'STDEV': 4.969963984318202}"
FGA,"{'AVG': 85.57317073170732, 'STDEV': 8.760222230402968}"
FGP,"{'AVG': 0.45304878048780406, 'STDEV': 0.050927424138263004}"
FG3M,"{'AVG': 4.365853658536586, 'STDEV': 2.317470924195732}"
FG3A,"{'AVG': 12.695121951219512, 'STDEV': 4.328170783439964}"
FG3P,"{'AVG': 0.337315510566813, 'STDEV': 0.13258367841530802}"
FTM,"{'AVG': 15.28048780487805, 'STDEV': 6.070113774929609}"
FTA,"{'AVG': 20.914634146341463, 'STDEV': 20.914634146341463}"
FTP,"{'AVG': 0.7192073170731701, 'STDEV': 0.7192073170731701}"
OREB,"{'AVG': 12.524390243902438, 'STDEV': 3.735798160395217}"
DREB,"{'AVG': 28.29268292682927, 'STDEV': 4.662664434271298}"
REB,"{'AVG': 40.81707317073171, 'STDEV': 5.934057485523167}"
AST,"{'AVG': 21.548780487804876, 'STDEV': 4.838509205730166}"
BLK,"{'AVG': 3.768292682926829, 'STDEV': 2.032445346403843}"
TOV,"{'AVG': 14.670731707317072, 'STDEV': 3.751723482297731}"
PF,"{'AVG': 23.597560975609756, 'STDEV': 4.357085207863366}"
