,0
Team_ID,1610612737
Season,1993-94
FGM,"{'AVG': 39.59756097560975, 'STDEV': 6.537375461783944}"
FGA,"{'AVG': 85.84146341463415, 'STDEV': 7.003472705075943}"
FGP,"{'AVG': 0.46134146341463406, 'STDEV': 0.06638853454339501}"
FG3M,"{'AVG': 3.268292682926829, 'STDEV': 2.067077500908133}"
FG3A,"{'AVG': 10.121951219512194, 'STDEV': 4.179285318732004}"
FG3P,"{'AVG': 0.324734148164922, 'STDEV': 0.169447867918425}"
FTM,"{'AVG': 18.975609756097562, 'STDEV': 5.599769858048947}"
FTA,"{'AVG': 25.24390243902439, 'STDEV': 25.24390243902439}"
FTP,"{'AVG': 0.74980487804878, 'STDEV': 0.74980487804878}"
OREB,"{'AVG': 15.24390243902439, 'STDEV': 4.141214039235283}"
DREB,"{'AVG': 29.548780487804876, 'STDEV': 4.909432692137343}"
REB,"{'AVG': 44.792682926829265, 'STDEV': 6.091357579184026}"
AST,"{'AVG': 25.073170731707318, 'STDEV': 5.695526699985165}"
BLK,"{'AVG': 5.475609756097561, 'STDEV': 2.404859328326595}"
TOV,"{'AVG': 14.695121951219512, 'STDEV': 3.974266061260246}"
PF,"{'AVG': 19.817073170731707, 'STDEV': 4.109993988702725}"
