,0
Team_ID,1610612745
Season,1993-94
FGM,"{'AVG': 38.98780487804878, 'STDEV': 5.200887631836344}"
FGA,"{'AVG': 82.10975609756098, 'STDEV': 7.214536247958736}"
FGP,"{'AVG': 0.47547560975609704, 'STDEV': 0.05280741287510501}"
FG3M,"{'AVG': 5.23170731707317, 'STDEV': 2.3322684368286772}"
FG3A,"{'AVG': 15.670731707317072, 'STDEV': 4.294857326849703}"
FG3P,"{'AVG': 0.334144623726289, 'STDEV': 0.128494583657415}"
FTM,"{'AVG': 17.914634146341463, 'STDEV': 5.637618837842351}"
FTA,"{'AVG': 24.121951219512194, 'STDEV': 24.121951219512194}"
FTP,"{'AVG': 0.739390243902439, 'STDEV': 0.739390243902439}"
OREB,"{'AVG': 11.292682926829269, 'STDEV': 3.342534725631222}"
DREB,"{'AVG': 31.9390243902439, 'STDEV': 5.128828136015135}"
REB,"{'AVG': 43.23170731707317, 'STDEV': 5.971741645755408}"
AST,"{'AVG': 25.451219512195124, 'STDEV': 5.23320933805546}"
BLK,"{'AVG': 5.914634146341464, 'STDEV': 2.639683948123359}"
TOV,"{'AVG': 15.914634146341463, 'STDEV': 4.031362296205103}"
PF,"{'AVG': 20.073170731707318, 'STDEV': 3.993143777745809}"
