,0
Team_ID,1610612738
Season,2005-06
FGM,"{'AVG': 35.98780487804878, 'STDEV': 4.678540192392042}"
FGA,"{'AVG': 77.09756097560975, 'STDEV': 7.164055951862831}"
FGP,"{'AVG': 0.46874390243902403, 'STDEV': 0.061370723501531006}"
FG3M,"{'AVG': 5.695121951219512, 'STDEV': 2.720244290002273}"
FG3A,"{'AVG': 15.731707317073171, 'STDEV': 4.724636717337112}"
FG3P,"{'AVG': 0.36141269077724403, 'STDEV': 0.137950809571495}"
FTM,"{'AVG': 20.29268292682927, 'STDEV': 6.841211005493122}"
FTA,"{'AVG': 26.878048780487806, 'STDEV': 26.878048780487806}"
FTP,"{'AVG': 0.7526097560975611, 'STDEV': 0.7526097560975611}"
OREB,"{'AVG': 9.914634146341463, 'STDEV': 3.577022761991777}"
DREB,"{'AVG': 29.658536585365855, 'STDEV': 5.663876245847416}"
REB,"{'AVG': 39.573170731707314, 'STDEV': 7.118105046427195}"
AST,"{'AVG': 20.926829268292682, 'STDEV': 4.23326184776295}"
BLK,"{'AVG': 5.146341463414634, 'STDEV': 2.83332004885562}"
TOV,"{'AVG': 15.865853658536585, 'STDEV': 3.838602482070372}"
PF,"{'AVG': 24.79268292682927, 'STDEV': 4.440936962860424}"
