,0
Team_ID,1610612757
Season,2005-06
FGM,"{'AVG': 34.03658536585366, 'STDEV': 4.977592064867072}"
FGA,"{'AVG': 76.42682926829268, 'STDEV': 7.433707826150076}"
FGP,"{'AVG': 0.446463414634146, 'STDEV': 0.05758519080928701}"
FG3M,"{'AVG': 4.439024390243903, 'STDEV': 2.4899678265342198}"
FG3A,"{'AVG': 12.707317073170731, 'STDEV': 4.016901959845865}"
FG3P,"{'AVG': 0.337668329598028, 'STDEV': 0.14085633612765602}"
FTM,"{'AVG': 16.329268292682926, 'STDEV': 5.573426541061779}"
FTA,"{'AVG': 23.70731707317073, 'STDEV': 23.70731707317073}"
FTP,"{'AVG': 0.6859512195121951, 'STDEV': 0.6859512195121951}"
OREB,"{'AVG': 10.804878048780488, 'STDEV': 4.06259366278427}"
DREB,"{'AVG': 26.865853658536587, 'STDEV': 4.370954058981539}"
REB,"{'AVG': 37.670731707317074, 'STDEV': 6.043167508192095}"
AST,"{'AVG': 18.170731707317074, 'STDEV': 4.837622306614208}"
BLK,"{'AVG': 5.304878048780488, 'STDEV': 2.497846106174173}"
TOV,"{'AVG': 13.695121951219512, 'STDEV': 3.958703567528336}"
PF,"{'AVG': 22.29268292682927, 'STDEV': 4.767399075765122}"
