,0
Team_ID,1610612762
Season,2005-06
FGM,"{'AVG': 33.46341463414634, 'STDEV': 4.838618111957529}"
FGA,"{'AVG': 75.6951219512195, 'STDEV': 6.8343522716200855}"
FGP,"{'AVG': 0.443487804878048, 'STDEV': 0.06252411759906401}"
FG3M,"{'AVG': 3.792682926829268, 'STDEV': 2.010698575724605}"
FG3A,"{'AVG': 11.28048780487805, 'STDEV': 2.847023094365313}"
FG3P,"{'AVG': 0.330222686607191, 'STDEV': 0.148613574647175}"
FTM,"{'AVG': 21.634146341463413, 'STDEV': 6.534830129224933}"
FTA,"{'AVG': 30.073170731707318, 'STDEV': 30.073170731707318}"
FTP,"{'AVG': 0.717365853658536, 'STDEV': 0.717365853658536}"
OREB,"{'AVG': 13.060975609756097, 'STDEV': 4.095609094048116}"
DREB,"{'AVG': 29.024390243902438, 'STDEV': 5.130339698896797}"
REB,"{'AVG': 42.08536585365854, 'STDEV': 6.689223357293274}"
AST,"{'AVG': 21.609756097560975, 'STDEV': 4.953502558200426}"
BLK,"{'AVG': 6, 'STDEV': 3.079201435678004}"
TOV,"{'AVG': 14.768292682926829, 'STDEV': 3.722798563963276}"
PF,"{'AVG': 24.78048780487805, 'STDEV': 5.221097728208481}"
