,0
Team_ID,1610612756
Season,2005-06
FGM,"{'AVG': 41.829268292682926, 'STDEV': 5.312005684886471}"
FGA,"{'AVG': 87.40243902439025, 'STDEV': 7.314554670456724}"
FGP,"{'AVG': 0.47969512195121905, 'STDEV': 0.054192771834634}"
FG3M,"{'AVG': 10.207317073170731, 'STDEV': 3.585766804636879}"
FG3A,"{'AVG': 25.573170731707318, 'STDEV': 6.277591910335765}"
FG3P,"{'AVG': 0.39725781797276805, 'STDEV': 0.101856469070219}"
FTM,"{'AVG': 14.5, 'STDEV': 5.54276304943863}"
FTA,"{'AVG': 17.98780487804878, 'STDEV': 17.98780487804878}"
FTP,"{'AVG': 0.806536585365853, 'STDEV': 0.806536585365853}"
OREB,"{'AVG': 9.487804878048781, 'STDEV': 3.5494527571215313}"
DREB,"{'AVG': 32.31707317073171, 'STDEV': 5.92104021721177}"
REB,"{'AVG': 41.80487804878049, 'STDEV': 6.937888504330735}"
AST,"{'AVG': 26.573170731707318, 'STDEV': 5.522189778140503}"
BLK,"{'AVG': 5.024390243902439, 'STDEV': 2.968873959360738}"
TOV,"{'AVG': 12.78048780487805, 'STDEV': 3.6039223839078662}"
PF,"{'AVG': 20.524390243902438, 'STDEV': 4.753752539189883}"
