,0
Team_ID,1610612749
Season,2005-06
FGM,"{'AVG': 36.292682926829265, 'STDEV': 4.82147409680117}"
FGA,"{'AVG': 80.07317073170732, 'STDEV': 6.71607705858938}"
FGP,"{'AVG': 0.45443902439024303, 'STDEV': 0.056726569114312}"
FG3M,"{'AVG': 6.182926829268292, 'STDEV': 2.740316503214514}"
FG3A,"{'AVG': 16.28048780487805, 'STDEV': 4.627546053272521}"
FG3P,"{'AVG': 0.381707067745897, 'STDEV': 0.12173476344988401}"
FTM,"{'AVG': 19.036585365853657, 'STDEV': 6.540368702468358}"
FTA,"{'AVG': 25.79268292682927, 'STDEV': 25.79268292682927}"
FTP,"{'AVG': 0.731621951219512, 'STDEV': 0.731621951219512}"
OREB,"{'AVG': 11.329268292682928, 'STDEV': 3.839543690894905}"
DREB,"{'AVG': 29.853658536585368, 'STDEV': 4.397311050466621}"
REB,"{'AVG': 41.18292682926829, 'STDEV': 5.963113050566726}"
AST,"{'AVG': 21.573170731707318, 'STDEV': 4.988951961503991}"
BLK,"{'AVG': 3.292682926829268, 'STDEV': 2.045698919944705}"
TOV,"{'AVG': 14.036585365853659, 'STDEV': 3.59850833963192}"
PF,"{'AVG': 23.195121951219512, 'STDEV': 4.06259366278427}"
