,0
Team_ID,1610612746
Season,2005-06
FGM,"{'AVG': 36.5, 'STDEV': 3.963568662608215}"
FGA,"{'AVG': 78.57317073170732, 'STDEV': 6.753198579703589}"
FGP,"{'AVG': 0.46613414634146305, 'STDEV': 0.049337277668926004}"
FG3M,"{'AVG': 3.536585365853658, 'STDEV': 2.043931831575817}"
FG3A,"{'AVG': 10.28048780487805, 'STDEV': 4.324133796778499}"
FG3P,"{'AVG': 0.339976714545826, 'STDEV': 0.16014147594310102}"
FTM,"{'AVG': 20.658536585365855, 'STDEV': 6.206765548393065}"
FTA,"{'AVG': 26.121951219512194, 'STDEV': 26.121951219512194}"
FTP,"{'AVG': 0.787841463414634, 'STDEV': 0.787841463414634}"
OREB,"{'AVG': 10.097560975609756, 'STDEV': 4.044840505935715}"
DREB,"{'AVG': 32.97560975609756, 'STDEV': 5.204403666592544}"
REB,"{'AVG': 43.073170731707314, 'STDEV': 6.23368089307302}"
AST,"{'AVG': 20.829268292682926, 'STDEV': 4.631627391911049}"
BLK,"{'AVG': 6.134146341463414, 'STDEV': 2.47337523735068}"
TOV,"{'AVG': 13.78048780487805, 'STDEV': 3.695256853846404}"
PF,"{'AVG': 22.829268292682926, 'STDEV': 4.328501231925977}"
