,0
Team_ID,1610612766
Season,2005-06
FGM,"{'AVG': 36.109756097560975, 'STDEV': 5.510945556565724}"
FGA,"{'AVG': 83.45121951219512, 'STDEV': 7.680587103048556}"
FGP,"{'AVG': 0.43240243902439, 'STDEV': 0.052045768024752005}"
FG3M,"{'AVG': 5.219512195121951, 'STDEV': 2.596409630429152}"
FG3A,"{'AVG': 15.378048780487806, 'STDEV': 4.9532138062006545}"
FG3P,"{'AVG': 0.332933063216972, 'STDEV': 0.11865006389221401}"
FTM,"{'AVG': 19.426829268292682, 'STDEV': 7.187146427683239}"
FTA,"{'AVG': 26.658536585365855, 'STDEV': 26.658536585365855}"
FTP,"{'AVG': 0.7266707317073171, 'STDEV': 0.7266707317073171}"
OREB,"{'AVG': 12.073170731707316, 'STDEV': 3.983857823225623}"
DREB,"{'AVG': 27.682926829268293, 'STDEV': 4.21308382049664}"
REB,"{'AVG': 39.75609756097561, 'STDEV': 5.8595937490533085}"
AST,"{'AVG': 20.9390243902439, 'STDEV': 4.492373677540308}"
BLK,"{'AVG': 4.3170731707317085, 'STDEV': 2.210402168761686}"
TOV,"{'AVG': 13.597560975609756, 'STDEV': 3.691363815343013}"
PF,"{'AVG': 23.902439024390244, 'STDEV': 4.401486157818816}"
