,0
Team_ID,1610612764
Season,2005-06
FGM,"{'AVG': 36.28048780487805, 'STDEV': 4.394930834843629}"
FGA,"{'AVG': 81.17073170731707, 'STDEV': 7.100347545047616}"
FGP,"{'AVG': 0.44837804878048704, 'STDEV': 0.052005849681396}"
FG3M,"{'AVG': 6.060975609756097, 'STDEV': 2.545136058239976}"
FG3A,"{'AVG': 17, 'STDEV': 4.679875486367264}"
FG3P,"{'AVG': 0.359587504676797, 'STDEV': 0.11536061794187101}"
FTM,"{'AVG': 23.036585365853657, 'STDEV': 7.2306704809259434}"
FTA,"{'AVG': 30.4390243902439, 'STDEV': 30.4390243902439}"
FTP,"{'AVG': 0.7522195121951221, 'STDEV': 0.7522195121951221}"
OREB,"{'AVG': 12.621951219512194, 'STDEV': 4.1859265797341}"
DREB,"{'AVG': 28.585365853658537, 'STDEV': 4.4720012906428135}"
REB,"{'AVG': 41.207317073170735, 'STDEV': 6.426676281070971}"
AST,"{'AVG': 18.573170731707318, 'STDEV': 3.9032448919508242}"
BLK,"{'AVG': 4.134146341463414, 'STDEV': 2.270379285885196}"
TOV,"{'AVG': 13.414634146341463, 'STDEV': 3.373649595452039}"
PF,"{'AVG': 22.621951219512194, 'STDEV': 4.536927344137897}"
