,0
Team_ID,1610612739
Season,2005-06
FGM,"{'AVG': 35.46341463414634, 'STDEV': 4.3665256464399445}"
FGA,"{'AVG': 78.1951219512195, 'STDEV': 6.661922431158401}"
FGP,"{'AVG': 0.45518292682926803, 'STDEV': 0.055533579664381}"
FG3M,"{'AVG': 6.060975609756097, 'STDEV': 2.441147073904972}"
FG3A,"{'AVG': 17.865853658536587, 'STDEV': 4.671326232285992}"
FG3P,"{'AVG': 0.338679366106985, 'STDEV': 0.10762606917195301}"
FTM,"{'AVG': 20.597560975609756, 'STDEV': 6.541151324070115}"
FTA,"{'AVG': 28.26829268292683, 'STDEV': 28.26829268292683}"
FTP,"{'AVG': 0.7276951219512191, 'STDEV': 0.7276951219512191}"
OREB,"{'AVG': 11.695121951219512, 'STDEV': 3.740631175334259}"
DREB,"{'AVG': 30.621951219512194, 'STDEV': 5.00034626925035}"
REB,"{'AVG': 42.31707317073171, 'STDEV': 6.233874107618927}"
AST,"{'AVG': 19.024390243902438, 'STDEV': 4.768662130251654}"
BLK,"{'AVG': 4.7804878048780495, 'STDEV': 2.357150352395888}"
TOV,"{'AVG': 13.402439024390244, 'STDEV': 3.800129159915297}"
PF,"{'AVG': 21.134146341463413, 'STDEV': 4.348299497680634}"
