,0
Team_ID,1610612741
Season,2005-06
FGM,"{'AVG': 36.63414634146341, 'STDEV': 4.492826092706843}"
FGA,"{'AVG': 82.15853658536585, 'STDEV': 7.621395342572171}"
FGP,"{'AVG': 0.448195121951219, 'STDEV': 0.05803945848595501}"
FG3M,"{'AVG': 6.829268292682927, 'STDEV': 2.729830085829657}"
FG3A,"{'AVG': 18.01219512195122, 'STDEV': 4.229508048441067}"
FG3P,"{'AVG': 0.376100270329535, 'STDEV': 0.12610750998408501}"
FTM,"{'AVG': 17.70731707317073, 'STDEV': 6.532894552306562}"
FTA,"{'AVG': 23.98780487804878, 'STDEV': 23.98780487804878}"
FTP,"{'AVG': 0.736268292682926, 'STDEV': 0.736268292682926}"
OREB,"{'AVG': 11.048780487804878, 'STDEV': 3.681459852093668}"
DREB,"{'AVG': 31.73170731707317, 'STDEV': 4.529870083678729}"
REB,"{'AVG': 42.78048780487805, 'STDEV': 5.517703025053899}"
AST,"{'AVG': 22, 'STDEV': 5.067446333773947}"
BLK,"{'AVG': 4.2073170731707314, 'STDEV': 2.164459302242232}"
TOV,"{'AVG': 14.597560975609756, 'STDEV': 3.829256305637005}"
PF,"{'AVG': 24.853658536585368, 'STDEV': 4.921913587563758}"
