,0
Team_ID,1610612745
Season,1998-99
FGM,"{'AVG': 35.1, 'STDEV': 5.007137762377681}"
FGA,"{'AVG': 75.96, 'STDEV': 8.022824582758512}"
FGP,"{'AVG': 0.46364000000000005, 'STDEV': 0.058582145361040006}"
FG3M,"{'AVG': 6.72, 'STDEV': 3.201020245522495}"
FG3A,"{'AVG': 18.28, 'STDEV': 5.507101167157375}"
FG3P,"{'AVG': 0.366519227937518, 'STDEV': 0.134512162430093}"
FTM,"{'AVG': 17.3, 'STDEV': 6.293015240433359}"
FTA,"{'AVG': 23.74, 'STDEV': 23.74}"
FTP,"{'AVG': 0.7263400000000001, 'STDEV': 0.7263400000000001}"
OREB,"{'AVG': 10.72, 'STDEV': 3.964330759074845}"
DREB,"{'AVG': 30.8, 'STDEV': 4.304719763805532}"
REB,"{'AVG': 41.52, 'STDEV': 6.312410839944189}"
AST,"{'AVG': 21.16, 'STDEV': 5.874052246611224}"
BLK,"{'AVG': 5.2, 'STDEV': 2.466096643090295}"
TOV,"{'AVG': 15.4, 'STDEV': 3.82793171627836}"
PF,"{'AVG': 19.2, 'STDEV': 3.989782869648269}"
