,0
Team_ID,1610612762
Season,1998-99
FGM,"{'AVG': 33.68, 'STDEV': 4.9008120943037055}"
FGA,"{'AVG': 72.4, 'STDEV': 7.194101892579527}"
FGP,"{'AVG': 0.46684000000000003, 'STDEV': 0.063666336858496}"
FG3M,"{'AVG': 2.8, 'STDEV': 1.772810520855836}"
FG3A,"{'AVG': 7.76, 'STDEV': 2.646214084232762}"
FG3P,"{'AVG': 0.36006471306471305, 'STDEV': 0.21768926112185202}"
FTM,"{'AVG': 23.16, 'STDEV': 7.6354703956773555}"
FTA,"{'AVG': 30.2, 'STDEV': 30.2}"
FTP,"{'AVG': 0.7667600000000001, 'STDEV': 0.7667600000000001}"
OREB,"{'AVG': 11.1, 'STDEV': 3.150963571444682}"
DREB,"{'AVG': 30.16, 'STDEV': 4.590851595003583}"
REB,"{'AVG': 41.26, 'STDEV': 6.196806287376208}"
AST,"{'AVG': 24.08, 'STDEV': 4.956298816575094}"
BLK,"{'AVG': 5.52, 'STDEV': 2.340765616944462}"
TOV,"{'AVG': 15.72, 'STDEV': 3.580217756460278}"
PF,"{'AVG': 22.66, 'STDEV': 5.037046429674227}"
