,0
Team_ID,1610612761
Season,1998-99
FGM,"{'AVG': 33.2, 'STDEV': 4.2185208743524}"
FGA,"{'AVG': 78.8, 'STDEV': 7.977007776179266}"
FGP,"{'AVG': 0.42394000000000004, 'STDEV': 0.058097177563254006}"
FG3M,"{'AVG': 4.52, 'STDEV': 2.6437450246009053}"
FG3A,"{'AVG': 13.24, 'STDEV': 3.87856485134933}"
FG3P,"{'AVG': 0.32407669273189504, 'STDEV': 0.14785453940353502}"
FTM,"{'AVG': 20.22, 'STDEV': 5.672310115007494}"
FTA,"{'AVG': 26.6, 'STDEV': 26.6}"
FTP,"{'AVG': 0.7653800000000001, 'STDEV': 0.7653800000000001}"
OREB,"{'AVG': 14.24, 'STDEV': 5.2549684944394315}"
DREB,"{'AVG': 28.94, 'STDEV': 4.639713221257344}"
REB,"{'AVG': 43.18, 'STDEV': 6.775375582631142}"
AST,"{'AVG': 20.72, 'STDEV': 5.876414289169815}"
BLK,"{'AVG': 6.42, 'STDEV': 3.551889408096336}"
TOV,"{'AVG': 15.34, 'STDEV': 4.028520769691616}"
PF,"{'AVG': 22.78, 'STDEV': 4.647975201029772}"
