,0
Team_ID,1610612760
Season,1998-99
FGM,"{'AVG': 35.12, 'STDEV': 5.008727077689052}"
FGA,"{'AVG': 79.52, 'STDEV': 8.619484335160754}"
FGP,"{'AVG': 0.44298000000000004, 'STDEV': 0.056313078917271005}"
FG3M,"{'AVG': 6.18, 'STDEV': 2.38780917433978}"
FG3A,"{'AVG': 17.98, 'STDEV': 3.899188821971533}"
FG3P,"{'AVG': 0.346134764461544, 'STDEV': 0.116082948411485}"
FTM,"{'AVG': 18.44, 'STDEV': 6.478094958065549}"
FTA,"{'AVG': 27.08, 'STDEV': 27.08}"
FTP,"{'AVG': 0.6816, 'STDEV': 0.6816}"
OREB,"{'AVG': 13.52, 'STDEV': 4.101965681106997}"
DREB,"{'AVG': 28.44, 'STDEV': 5.2105074373905325}"
REB,"{'AVG': 41.96, 'STDEV': 7.258942409053758}"
AST,"{'AVG': 21.74, 'STDEV': 3.8693457760574823}"
BLK,"{'AVG': 4.02, 'STDEV': 2.094599469773519}"
TOV,"{'AVG': 14.42, 'STDEV': 3.7037763409354882}"
PF,"{'AVG': 20.94, 'STDEV': 4.022437072223753}"
