,0
Team_ID,1610612753
Season,1998-99
FGM,"{'AVG': 33.74, 'STDEV': 5.465326698228327}"
FGA,"{'AVG': 78.86, 'STDEV': 6.565245538408432}"
FGP,"{'AVG': 0.42944000000000004, 'STDEV': 0.06840072800662801}"
FG3M,"{'AVG': 4.46, 'STDEV': 2.052474862507331}"
FG3A,"{'AVG': 13.5, 'STDEV': 3.465574134488058}"
FG3P,"{'AVG': 0.33353697740168303, 'STDEV': 0.13708227903682701}"
FTM,"{'AVG': 17.52, 'STDEV': 4.986676124986483}"
FTA,"{'AVG': 25.04, 'STDEV': 25.04}"
FTP,"{'AVG': 0.70254, 'STDEV': 0.70254}"
OREB,"{'AVG': 13.76, 'STDEV': 4.103557441229426}"
DREB,"{'AVG': 28.9, 'STDEV': 4.243843079289414}"
REB,"{'AVG': 42.66, 'STDEV': 5.790950011942455}"
AST,"{'AVG': 21.34, 'STDEV': 5.133364254699696}"
BLK,"{'AVG': 4.26, 'STDEV': 2.617133499671356}"
TOV,"{'AVG': 15.96, 'STDEV': 3.658705023499379}"
PF,"{'AVG': 18.7, 'STDEV': 4.40431143127657}"
