,0
Team_ID,1610612757
Season,1998-99
FGM,"{'AVG': 34.94, 'STDEV': 4.7052293964767955}"
FGA,"{'AVG': 79.12, 'STDEV': 6.950671675075285}"
FGP,"{'AVG': 0.44218, 'STDEV': 0.051181425999545005}"
FG3M,"{'AVG': 4.92, 'STDEV': 2.088256767385326}"
FG3A,"{'AVG': 13.5, 'STDEV': 3.980821369455078}"
FG3P,"{'AVG': 0.366976460244262, 'STDEV': 0.13339293716171002}"
FTM,"{'AVG': 20.04, 'STDEV': 6.442714600893899}"
FTA,"{'AVG': 26.98, 'STDEV': 26.98}"
FTP,"{'AVG': 0.7438800000000001, 'STDEV': 0.7438800000000001}"
OREB,"{'AVG': 12.92, 'STDEV': 3.337113502806316}"
DREB,"{'AVG': 31.4, 'STDEV': 4.508495382302715}"
REB,"{'AVG': 44.32, 'STDEV': 5.828991581495281}"
AST,"{'AVG': 21.46, 'STDEV': 4.599068228612027}"
BLK,"{'AVG': 5.8, 'STDEV': 2.7627256579733883}"
TOV,"{'AVG': 14.88, 'STDEV': 3.378443066120903}"
PF,"{'AVG': 22.52, 'STDEV': 5.697260351274469}"
