,0
Team_ID,1610612742
Season,1998-99
FGM,"{'AVG': 34.98, 'STDEV': 4.640065094546913}"
FGA,"{'AVG': 80.66, 'STDEV': 7.520339766531937}"
FGP,"{'AVG': 0.43446, 'STDEV': 0.051481008981121006}"
FG3M,"{'AVG': 4.04, 'STDEV': 2.059918762020106}"
FG3A,"{'AVG': 11.9, 'STDEV': 4.445818948455838}"
FG3P,"{'AVG': 0.340796213590331, 'STDEV': 0.139472119475318}"
FTM,"{'AVG': 17.62, 'STDEV': 5.431916262767154}"
FTA,"{'AVG': 24.2, 'STDEV': 24.2}"
FTP,"{'AVG': 0.7353400000000001, 'STDEV': 0.7353400000000001}"
OREB,"{'AVG': 12.9, 'STDEV': 4.527692569068709}"
DREB,"{'AVG': 29.56, 'STDEV': 3.9235552391021233}"
REB,"{'AVG': 42.46, 'STDEV': 6.081789478871011}"
AST,"{'AVG': 18.42, 'STDEV': 4.140836945865521}"
BLK,"{'AVG': 5.84, 'STDEV': 2.179309008631415}"
TOV,"{'AVG': 13.02, 'STDEV': 3.616797546144367}"
PF,"{'AVG': 21.3, 'STDEV': 4.807519620132526}"
