,0
Team_ID,1610612746
Season,1998-99
FGM,"{'AVG': 34.22, 'STDEV': 4.811932447317919}"
FGA,"{'AVG': 80.14, 'STDEV': 6.395183136309606}"
FGP,"{'AVG': 0.42714, 'STDEV': 0.051705212305838}"
FG3M,"{'AVG': 4.28, 'STDEV': 2.185667599874889}"
FG3A,"{'AVG': 13.36, 'STDEV': 4.188224503270558}"
FG3P,"{'AVG': 0.31861523839078004, 'STDEV': 0.12870544580224802}"
FTM,"{'AVG': 17.66, 'STDEV': 5.55348759697867}"
FTA,"{'AVG': 24.5, 'STDEV': 24.5}"
FTP,"{'AVG': 0.73048, 'STDEV': 0.73048}"
OREB,"{'AVG': 13.3, 'STDEV': 3.7211475078946012}"
DREB,"{'AVG': 25.86, 'STDEV': 5.792359499498333}"
REB,"{'AVG': 39.16, 'STDEV': 7.011244612792237}"
AST,"{'AVG': 16.4, 'STDEV': 3.763411392091283}"
BLK,"{'AVG': 4.72, 'STDEV': 1.9901799734020562}"
TOV,"{'AVG': 15.2, 'STDEV': 3.948649988881501}"
PF,"{'AVG': 24.46, 'STDEV': 4.945457614863175}"
