,0
Team_ID,1610612743
Season,1998-99
FGM,"{'AVG': 33.62, 'STDEV': 5.275627441163675}"
FGA,"{'AVG': 79.78, 'STDEV': 7.7440958418761365}"
FGP,"{'AVG': 0.4228, 'STDEV': 0.06389819709378901}"
FG3M,"{'AVG': 6.04, 'STDEV': 3.136096624917084}"
FG3A,"{'AVG': 18.44, 'STDEV': 5.206589231788064}"
FG3P,"{'AVG': 0.314252565742762, 'STDEV': 0.13516113201651}"
FTM,"{'AVG': 20.2, 'STDEV': 6.62709343128183}"
FTA,"{'AVG': 26.5, 'STDEV': 26.5}"
FTP,"{'AVG': 0.7609600000000001, 'STDEV': 0.7609600000000001}"
OREB,"{'AVG': 12.94, 'STDEV': 4.191390592874973}"
DREB,"{'AVG': 27.84, 'STDEV': 4.181397091003563}"
REB,"{'AVG': 40.78, 'STDEV': 6.178600330237936}"
AST,"{'AVG': 19.38, 'STDEV': 5.283358548406535}"
BLK,"{'AVG': 5.5, 'STDEV': 3.284161123592185}"
TOV,"{'AVG': 14.26, 'STDEV': 3.707741487587222}"
PF,"{'AVG': 22.9, 'STDEV': 5.092010548749033}"
