,0
Team_ID,1610612739
Season,1998-99
FGM,"{'AVG': 31.24, 'STDEV': 4.6359729181649865}"
FGA,"{'AVG': 71.22, 'STDEV': 6.017966298289393}"
FGP,"{'AVG': 0.43988000000000005, 'STDEV': 0.063058651027339}"
FG3M,"{'AVG': 3.64, 'STDEV': 1.892628018477622}"
FG3A,"{'AVG': 10.68, 'STDEV': 3.830276805684318}"
FG3P,"{'AVG': 0.33347993672993603, 'STDEV': 0.12988837655059102}"
FTM,"{'AVG': 20.32, 'STDEV': 7.688953114696434}"
FTA,"{'AVG': 27.12, 'STDEV': 27.12}"
FTP,"{'AVG': 0.7470600000000001, 'STDEV': 0.7470600000000001}"
OREB,"{'AVG': 9.44, 'STDEV': 3.43546925173139}"
DREB,"{'AVG': 26.32, 'STDEV': 5.040408146739139}"
REB,"{'AVG': 35.76, 'STDEV': 5.73054828733424}"
AST,"{'AVG': 21.86, 'STDEV': 4.646745624408462}"
BLK,"{'AVG': 4.06, 'STDEV': 2.280440344158405}"
TOV,"{'AVG': 14.76, 'STDEV': 3.223383948838961}"
PF,"{'AVG': 24.16, 'STDEV': 4.166729251230661}"
