,0
Team_ID,1610612751
Season,1998-99
FGM,"{'AVG': 33.82, 'STDEV': 5.049509978246222}"
FGA,"{'AVG': 83.2, 'STDEV': 6.869037302955033}"
FGP,"{'AVG': 0.40716, 'STDEV': 0.05752243927727801}"
FG3M,"{'AVG': 4.5, 'STDEV': 2.525381361380526}"
FG3A,"{'AVG': 13.58, 'STDEV': 4.324066491210347}"
FG3P,"{'AVG': 0.31929934477885, 'STDEV': 0.117907434056222}"
FTM,"{'AVG': 19.24, 'STDEV': 6.109744642113673}"
FTA,"{'AVG': 25.02, 'STDEV': 25.02}"
FTP,"{'AVG': 0.7667600000000001, 'STDEV': 0.7667600000000001}"
OREB,"{'AVG': 14.3, 'STDEV': 4.550173802466567}"
DREB,"{'AVG': 28.74, 'STDEV': 4.392990706448032}"
REB,"{'AVG': 43.04, 'STDEV': 6.210458591631325}"
AST,"{'AVG': 18.46, 'STDEV': 4.385551416240585}"
BLK,"{'AVG': 5.46, 'STDEV': 3.07199330356413}"
TOV,"{'AVG': 14.2, 'STDEV': 4.135461378894322}"
PF,"{'AVG': 22.68, 'STDEV': 5.238943654234592}"
