,0
Team_ID,1610612741
Season,1998-99
FGM,"{'AVG': 30.78, 'STDEV': 4.301352421397394}"
FGA,"{'AVG': 76.74, 'STDEV': 6.186918391547885}"
FGP,"{'AVG': 0.40318000000000004, 'STDEV': 0.061930075776752004}"
FG3M,"{'AVG': 3.54, 'STDEV': 1.65628056383043}"
FG3A,"{'AVG': 12.24, 'STDEV': 3.771861447019257}"
FG3P,"{'AVG': 0.290970913847074, 'STDEV': 0.11297449042343001}"
FTM,"{'AVG': 16.8, 'STDEV': 5.653245410688394}"
FTA,"{'AVG': 23.7, 'STDEV': 23.7}"
FTP,"{'AVG': 0.7037800000000001, 'STDEV': 0.7037800000000001}"
OREB,"{'AVG': 11.46, 'STDEV': 4.319911185783942}"
DREB,"{'AVG': 27.88, 'STDEV': 5.029058417977323}"
REB,"{'AVG': 39.34, 'STDEV': 6.457427300941047}"
AST,"{'AVG': 20.34, 'STDEV': 4.662529750411185}"
BLK,"{'AVG': 3.38, 'STDEV': 1.805773055101501}"
TOV,"{'AVG': 14.6, 'STDEV': 3.658928135675913}"
PF,"{'AVG': 22.24, 'STDEV': 3.982410304920212}"
