,0
Team_ID,1610612758
Season,1998-99
FGM,"{'AVG': 38.36, 'STDEV': 4.383456841073152}"
FGA,"{'AVG': 86.14, 'STDEV': 6.174370991676572}"
FGP,"{'AVG': 0.44704000000000005, 'STDEV': 0.054829219083497006}"
FG3M,"{'AVG': 5.8, 'STDEV': 2.5152595516655722}"
FG3A,"{'AVG': 18.86, 'STDEV': 4.3846206174746385}"
FG3P,"{'AVG': 0.30774599411546505, 'STDEV': 0.11269030027101001}"
FTM,"{'AVG': 17.66, 'STDEV': 6.232272818947829}"
FTA,"{'AVG': 25.86, 'STDEV': 25.86}"
FTP,"{'AVG': 0.68122, 'STDEV': 0.68122}"
OREB,"{'AVG': 14.12, 'STDEV': 4.493260258999253}"
DREB,"{'AVG': 31.46, 'STDEV': 5.284594475975447}"
REB,"{'AVG': 45.58, 'STDEV': 7.554131184933425}"
AST,"{'AVG': 22.58, 'STDEV': 4.66900330228355}"
BLK,"{'AVG': 4.64, 'STDEV': 2.488832198900864}"
TOV,"{'AVG': 16.48, 'STDEV': 4.315326269973863}"
PF,"{'AVG': 20.32, 'STDEV': 4.306805246185556}"
